상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,PARIS_ID,DISTANCE
MA010120220804287673,김덕수쌀식빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100108680000,1,대지,868,,경기도 오산시 오산동 868,413702012013,경기도 오산시 경기대로,271,,4137010100108680000016907,롯데마트오산점,경기도 오산시 경기대로 271,447801,18135,,1,,127.073035849822,37.149442411962,14,760.4448724345751
MA010120220806388707,차차,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370540,신장동,4137010900,은계동,4137010900100940001,1,대지,94,1,경기도 오산시 은계동 94-1,413703198038,경기도 오산시 은여울로,43,,4137010900100940001005907,,경기도 오산시 은여울로 43,447300,18116,,1,,127.071278294311,37.1587641481769,14,861.8206089016903
MA010120220808361117,맛있는빵집,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100108610009,1,대지,861,9,경기도 오산시 오산동 861-9,413704394086,경기도 오산시 성호새싹길,11,,4137010100108610007015184,,경기도 오산시 성호새싹길 11,447801,18136,,,,127.070093042236,37.1498248593879,14,941.3570399563804
MA010120220801408491,하이밀베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370530,남촌동,4137010400,궐동,4137010400106720003,1,대지,672,3,경기도 오산시 궐동 672-3,413703198007,경기도 오산시 궐리사로,28,,4137010400106720003006045,예림빌딩,경기도 오산시 궐리사로 28,447140,18122,,1,,127.055669240067,37.160046527662,15,330.1142084823567
MA010120220805068624,채채케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370540,신장동,4137010400,궐동,4137010400105850000,1,대지,585,,경기도 오산시 궐동 585,413703198014,경기도 오산시 매홀로,42,,4137010400105970000002060,오산대우아파트,경기도 오산시 매홀로 42,447140,18118,,,,127.064251977154,37.1615834131314,15,750.0898892318685
MA010120220809954954,미친꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41370,오산시,41370540,신장동,4137010800,수청동,4137010800105190006,1,대지,519,6,경기도 오산시 수청동 519-6,413704394144,경기도 오산시 청학로173번길,30,,4137010800105190006008314,대운학원,경기도 오산시 청학로173번길 30,447290,18118,,1,,127.06082244627,37.1639532298988,15,776.7284621211339
MA010120220810342854,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370530,남촌동,4137010400,궐동,4137010400106520002,1,대지,652,2,경기도 오산시 궐동 652-2,413703198007,경기도 오산시 궐리사로,64,,4137010400106520002004638,구꿈,경기도 오산시 궐리사로 64,447140,18120,,1,,127.059275051379,37.1588947537576,15,220.41167908446215
MA010120220811218042,올리브베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370540,신장동,4137010400,궐동,4137010400100440004,1,대지,44,4,경기도 오산시 궐동 44-4,413703198031,경기도 오산시 오산로,351,,4137010400100430012002815,,경기도 오산시 오산로 351,447140,18115,,1,,127.066613420809,37.1581598016352,15,807.9926375149146
MA010120220800758378,뚜레쥬르평택,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111220001,1,대지,1122,1,경기도 평택시 포승읍 도곡리 1122-1,412203188064,경기도 평택시 포승읍 여술로,20,,4122025622111220001046142,,경기도 평택시 포승읍 여술로 20,451822,17955,,,,126.844754642146,36.9877524217736,18,234.6533415456849
MA010120220804395301,디저트39평택,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111540004,1,대지,1154,4,경기도 평택시 포승읍 도곡리 1154-4,412204364500,경기도 평택시 포승읍 여술3길,17,16,4122025622111540004046395,,경기도 평택시 포승읍 여술3길 17-16,451822,17955,,,,126.84724752995,36.9870647743945,18,226.65553111303166
MA010120220806485368,차이코브스키,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111520002,1,대지,1152,2,경기도 평택시 포승읍 도곡리 1152-2,412204364500,경기도 평택시 포승읍 여술3길,58,,4122025622111520002046301,떼부자빌,경기도 평택시 포승읍 여술3길 58,451822,17955,,,,126.847287779788,36.9881194716049,18,114.11085259818185
MA010120220806879726,던킨평택,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111220001,1,대지,1122,1,경기도 평택시 포승읍 도곡리 1122-1,412203188064,경기도 평택시 포승읍 여술로,20,,4122025622111220001046142,,경기도 평택시 포승읍 여술로 20,451822,17955,,1,,126.844754642146,36.9877524217736,18,234.6533415456849
MA010120220808519595,빵궁전,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111380010,1,대지,1138,10,경기도 평택시 포승읍 도곡리 1138-10,412203188064,경기도 평택시 포승읍 여술로,39,,4122025622111380010046367,,경기도 평택시 포승읍 여술로 39,451822,17955,,,,126.846678907583,36.9890146737934,18,13.730413488642597
MA010120220809957022,프렌드존,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111540003,1,대지,1154,3,경기도 평택시 포승읍 도곡리 1154-3,412204364500,경기도 평택시 포승읍 여술3길,17,18,4122025622111540003046283,,경기도 평택시 포승읍 여술3길 17-18,451822,17955,,,,126.847381626268,36.9871111323549,18,223.95065896134045
MA010120220811663874,아리나,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111480000,1,대지,1148,,경기도 평택시 포승읍 도곡리 1148,412204364500,경기도 평택시 포승읍 여술3길,9,12,4122025622111480000000001,,경기도 평택시 포승읍 여술3길 9-12,451822,17955,,1,,126.846586589921,36.9876891357442,18,155.27460254389194
MA010120220811733864,역전꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111380001,1,대지,1138,1,경기도 평택시 포승읍 도곡리 1138-1,412204364501,경기도 평택시 포승읍 여술4길,57,,4122025622111380001046883,신포승빌딩,경기도 평택시 포승읍 여술4길 57,451822,17955,,1,,126.845896235488,36.9902596182159,18,155.071550429937
MA010120220812203324,가스트로놈,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111450018,1,대지,1145,18,경기도 평택시 포승읍 도곡리 1145-18,412204364500,경기도 평택시 포승읍 여술3길,3,23,4122025622111450018046299,동방빌,경기도 평택시 포승읍 여술3길 3-23,451822,17955,,1,,126.846754322836,36.9884837478692,18,65.80879288531527
MA010120220812509606,임페리아,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111450009,1,대지,1145,9,경기도 평택시 포승읍 도곡리 1145-9,412203188064,경기도 평택시 포승읍 여술로,26,,4122025622111450009046344,태광빌,경기도 평택시 포승읍 여술로 26,451822,17955,,,,126.845624566688,36.9881663870791,18,146.119910450288
MA010120220801470500,태극당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220610,통복동,4122011400,통복동,4122011400101110031,1,대지,111,31,경기도 평택시 통복동 111-31,412203188084,경기도 평택시 중앙로,8,1,4122011400101110031015600,,경기도 평택시 중앙로 8-1,450040,17911,,,,127.084178806424,36.9952748627794,21,423.7566566433789
MA010120220801482596,큰사랑빵굼터,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220600,원평동,4122011500,군문동,4122011500103600004,1,대지,360,4,경기도 평택시 군문동 360-4,412204364592,경기도 평택시 원평로25번길,61,1,4122011500103600004001879,,경기도 평택시 원평로25번길 61-1,450120,17922,,,,127.082973762818,36.9861640985361,21,846.9499083721953
MA010120220801493064,수제1일빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220610,통복동,4122011400,통복동,4122011400100840004,1,대지,84,4,경기도 평택시 통복동 84-4,412203188084,경기도 평택시 중앙로,27,,4122011400100840004015624,경기문구,경기도 평택시 중앙로 27,450040,17894,,1,,127.086292192652,36.9951649904921,21,298.0210876627884
MA010120220801505543,빵공방,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220590,신평동,4122011300,평택동,4122011300100620006,1,대지,62,6,경기도 평택시 평택동 62-6,412203188122,경기도 평택시 평택로,60,1,4122011300100620017015568,,경기도 평택시 평택로 60-1,450826,17911,,1,,127.086210691459,36.9925871184493,21,138.54416066823427
MA010120220801504216,순쌀빵우리밀빵케익,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220630,비전2동,4122011800,비전동,4122011800108720005,1,대지,872,5,경기도 평택시 비전동 872-5,412203188016,경기도 평택시 문화촌로,7,,4122011800108720005019130,,경기도 평택시 문화촌로 7,450810,17871,,,,127.113609014836,36.9965886504967,23,262.5181309026016
MA010120220801504429,던킨도우넛점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220590,신평동,4122011700,합정동,4122011700109680001,1,대지,968,1,경기도 평택시 합정동 968-1,412203188121,경기도 평택시 평택5로,30,,4122011700109680001018895,롯데마트평택점,경기도 평택시 평택5로 30,450020,17902,,,,127.111749927424,36.9883563888196,23,675.2689873548875
MA010120220801521133,에스피씨삼립베이커리팩토리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220590,신평동,4122011700,합정동,4122011700109680001,1,대지,968,1,경기도 평택시 합정동 968-1,412203188121,경기도 평택시 평택5로,30,,4122011700109680001018895,롯데마트평택점,경기도 평택시 평택5로 30,450020,17902,,,,127.111749927424,36.9883563888196,23,675.2689873548875
MA010120220803130137,수작아뜰리에,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220620,비전1동,4122011800,비전동,4122011800110430000,1,대지,1043,,경기도 평택시 비전동 1043,412204838186,경기도 평택시 비전9길,26,,4122011800110430000000001,,경기도 평택시 비전9길 26,450151,17855,,1,,127.109815361087,37.0030214008814,23,987.9796155852822
MA010120220805036146,뺑드오웰,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220620,비전1동,4122011800,비전동,4122011800110830000,1,대지,1083,,경기도 평택시 비전동 1083,412203198032,경기도 평택시 비전2로,155,,4122011800110830000000001,강일타워,경기도 평택시 비전2로 155,450151,17852,,,,127.10799120345,37.0014397315164,23,879.414550651397
MA010120220805125726,라우리케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220630,비전2동,4122011800,비전동,4122011800108710011,1,대지,871,11,경기도 평택시 비전동 871-11,412204364193,경기도 평택시 문화촌로11번길,7,14,4122011800108710011019329,,경기도 평택시 문화촌로11번길 7-14,450810,17871,,1,,127.113190020912,36.9968738844648,23,281.84300433933527
MA010120220805429867,디저트39평택,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41220,평택시,41220620,비전1동,4122011800,비전동,4122011800111050000,1,대지,1105,,경기도 평택시 비전동 1105,412203198035,경기도 평택시 비전5로,16,,4122011800111050000000001,프라우빌딩,경기도 평택시 비전5로 16,450151,17854,,,,127.113256596792,36.9998481296085,23,609.5620177297124
MA010120220805459418,따따정,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220630,비전2동,4122011800,비전동,4122011800102100019,1,대지,210,19,경기도 평택시 비전동 210-19,412204364844,경기도 평택시 평남로671번길,11,,4122011800102100019018890,,경기도 평택시 평남로671번길 11,450152,17886,,1,,127.109053958531,36.9941304932705,23,307.7327432550887
MA010120220805955445,호야네찹쌀호떡,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41220,평택시,41220620,비전1동,4122011800,비전동,4122011800110660000,1,대지,1066,,경기도 평택시 비전동 1066,412203198032,경기도 평택시 비전2로,195,,4122011800110660000000001,티에스원주차빌딩,경기도 평택시 비전2로 195,450151,17855,,1,,127.111778235155,37.0013780174416,23,778.6506946209553
MA010120220801507667,라이스존,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220635,용이동,4122012400,용이동,4122012400104390008,1,대지,439,8,경기도 평택시 용이동 439-8,412204364916,경기도 평택시 현신3길,5,7,4122012400104390008000001,,경기도 평택시 현신3길 5-7,450130,17868,,1,,127.13506396832,36.995881831844,26,498.91769292301564
MA010120220804045499,앤티앤스프레즐스타필드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550250,공도읍,4155025031,공도읍,4155025031103540000,1,대지,354,,경기도 안성시 공도읍 진사리 354,415502012006,경기도 안성시 공도읍 서동대로,3930,39,4155025031103540000006232,스타필드안성,경기도 안성시 공도읍 서동대로 3930-39,456826,17563,,3,,127.147245005622,36.9946272684378,26,636.0963785672049
